,LemmaID,Handshape,SignType,Movement,RepeatedMovement,MajorLocation,MinorLocation,MinorLocation2,Contact,NonDomHandshape,pose_landmarks,pose_first10,pose_pseudokey_n7,pose_pseudokey_all,flat_10frames,flat_pseudo_n7,flat_pseudo_all
 [[ 9.91000000e+02  2.73000000e+02 -7.79376984e-01]
  [ 1.02100000e+03  2.24000000e+02 -7.47111917e-01]
  [ 1.03500000e+03  2.23000000e+02 -7.47326612e-01]
  [ 1.05300000e+03  2.24000000e+02 -7.47528970e-01]
  [ 9.60000000e+02  2.27000000e+02 -7.51448452e-01]
  [ 9.42000000e+02  2.28000000e+02 -7.51625478e-01]
  [ 9.25000000e+02  2.31000000e+02 -7.52055705e-01]
  [ 1.08000000e+03  2.46000000e+02 -4.93783891e-01]
  [ 9.06000000e+02  2.55000000e+02 -5.07014453e-01]
  [ 1.02700000e+03  3.20000000e+02 -6.80976868e-01]
  [ 9.55000000e+02  3.25000000e+02 -6.84540749e-01]
  [ 1.24400000e+03  5.33000000e+02 -3.07129234e-01]
  [ 7.61000000e+02  5.20000000e+02 -3.22072983e-01]
  [ 1.28900000e+03  8.77000000e+02 -2.16233984e-01]
  [ 7.04000000e+02  8.78000000e+02 -2.31637210e-01]
  [ 1.31100000e+03  1.11500000e+03 -4.74564642e-01]
  [ 6.86000000e+02  1.13900000e+03 -4.73647177e-01]
  [ 1.33200000e+03  1.21200000e+03 -5.51734567e-01]
  [ 6.75000000e+02  1.20900000e+03 -5.45160830e-01]
  [ 1.32000000e+03  1.19700000e+03 -6.15118921e-01]
  [ 6.96000000e+02  1.18800000e+03 -6.17504418e-01]
  [ 1.29400000e+03  1.16400000e+03 -5.07876337e-01]
  [ 7.10000000e+02  1.15700000e+03 -5.08701086e-01]
  [ 1.14800000e+03  1.10400000e+03 -2.49801390e-02]
  [ 8.70000000e+02  1.15100000e+03  2.61016153e-02]
  [ 1.14900000e+03  1.61600000e+03  1.19809277e-01]
  [ 8.60000000e+02  1.61600000e+03  1.62823349e-01]
  [ 1.14700000e+03  2.01700000e+03  6.80712581e-01]
  [ 8.64000000e+02  2.02400000e+03  6.21319175e-01]
  [ 1.15100000e+03  2.08300000e+03  7.21335948e-01]
  [ 8.62000000e+02  2.09200000e+03  6.58561885e-01]
  [ 1.11400000e+03  2.16800000e+03  4.26392227e-01]
  [ 8.96000000e+02  2.16600000e+03  3.23960632e-01]]

 [[ 9.92000000e+02  2.73000000e+02 -7.82167852e-01]
  [ 1.02300000e+03  2.24000000e+02 -7.50373900e-01]
  [ 1.03700000e+03  2.24000000e+02 -7.50584483e-01]
  [ 1.05500000e+03  2.25000000e+02 -7.50797808e-01]
  [ 9.62000000e+02  2.27000000e+02 -7.54240036e-01]
  [ 9.43000000e+02  2.28000000e+02 -7.54415810e-01]
  [ 9.26000000e+02  2.31000000e+02 -7.54826605e-01]
  [ 1.08100000e+03  2.47000000e+02 -4.97281998e-01]
  [ 9.06000000e+02  2.55000000e+02 -5.09580374e-01]
  [ 1.02900000e+03  3.20000000e+02 -6.83735430e-01]
  [ 9.56000000e+02  3.25000000e+02 -6.87008917e-01]
  [ 1.24300000e+03  5.33000000e+02 -3.07325393e-01]
  [ 7.61000000e+02  5.20000000e+02 -3.22449684e-01]
  [ 1.29000000e+03  8.76000000e+02 -2.10687667e-01]
  [ 7.02000000e+02  8.78000000e+02 -2.32109413e-01]
  [ 1.31400000e+03  1.11500000e+03 -4.74349946e-01]
  [ 6.87000000e+02  1.13800000e+03 -4.77937579e-01]
  [ 1.34000000e+03  1.21700000e+03 -5.51088035e-01]
  [ 6.70000000e+02  1.22700000e+03 -5.49903274e-01]
  [ 1.33000000e+03  1.20400000e+03 -6.15206718e-01]
  [ 7.02000000e+02  1.19000000e+03 -6.22416854e-01]
  [ 1.30400000e+03  1.17100000e+03 -5.07836163e-01]
  [ 7.15000000e+02  1.15800000e+03 -5.12544930e-01]
  [ 1.15200000e+03  1.10500000e+03 -2.39818953e-02]
  [ 8.67000000e+02  1.16300000e+03  2.50928197e-02]
  [ 1.15500000e+03  1.62200000e+03  1.27744213e-01]
  [ 8.60000000e+02  1.62400000e+03  1.67723894e-01]
  [ 1.15400000e+03  2.02800000e+03  6.77403867e-01]
  [ 8.64000000e+02  2.03600000e+03  6.17949843e-01]
  [ 1.15700000e+03  2.09500000e+03  7.16518641e-01]
  [ 8.63000000e+02  2.10400000e+03  6.54118001e-01]
  [ 1.12100000e+03  2.18000000e+03  4.18369263e-01]
  [ 9.00000000e+02  2.17800000e+03  3.16811085e-01]]

 [[ 9.94000000e+02  2.73000000e+02 -7.78726697e-01]
  [ 1.02400000e+03  2.25000000e+02 -7.47136772e-01]
  [ 1.03900000e+03  2.25000000e+02 -7.47349381e-01]
  [ 1.05700000e+03  2.26000000e+02 -7.47549653e-01]
  [ 9.64000000e+02  2.27000000e+02 -7.51833320e-01]
  [ 9.44000000e+02  2.28000000e+02 -7.52003312e-01]
  [ 9.27000000e+02  2.31000000e+02 -7.52427638e-01]
  [ 1.08300000e+03  2.48000000e+02 -4.93289858e-01]
  [ 9.07000000e+02  2.55000000e+02 -5.08560359e-01]
  [ 1.02900000e+03  3.20000000e+02 -6.79655373e-01]
  [ 9.56000000e+02  3.26000000e+02 -6.83915854e-01]
  [ 1.24300000e+03  5.32000000e+02 -3.02457362e-01]
  [ 7.62000000e+02  5.20000000e+02 -3.21519196e-01]
  [ 1.29100000e+03  8.76000000e+02 -2.04896852e-01]
  [ 7.01000000e+02  8.78000000e+02 -2.31706664e-01]
  [ 1.31500000e+03  1.11600000e+03 -4.70650375e-01]
  [ 6.88000000e+02  1.13900000e+03 -4.77753103e-01]
  [ 1.34400000e+03  1.22300000e+03 -5.48485756e-01]
  [ 6.65000000e+02  1.23900000e+03 -5.49447358e-01]
  [ 1.33200000e+03  1.21000000e+03 -6.14035845e-01]
  [ 7.03000000e+02  1.19500000e+03 -6.22190535e-01]
  [ 1.30500000e+03  1.17600000e+03 -5.05047917e-01]
  [ 7.17000000e+02  1.16300000e+03 -5.12418091e-01]
  [ 1.15500000e+03  1.10600000e+03 -2.28638873e-02]
  [ 8.66000000e+02  1.16700000e+03  2.39712037e-02]
  [ 1.15800000e+03  1.62500000e+03  1.27633676e-01]
  [ 8.60000000e+02  1.62800000e+03  1.65041909e-01]
  [ 1.15900000e+03  2.03400000e+03  6.69410110e-01]
  [ 8.66000000e+02  2.04200000e+03  6.08509958e-01]
  [ 1.16200000e+03  2.10100000e+03  7.08182096e-01]
  [ 8.65000000e+02  2.11100000e+03  6.44302309e-01]
  [ 1.12600000e+03  2.18600000e+03  4.10148233e-01]
  [ 9.05000000e+02  2.18300000e+03  3.08353126e-01]]

 [[ 9.94000000e+02  2.73000000e+02 -7.69805253e-01]
  [ 1.02500000e+03  2.26000000e+02 -7.38602877e-01]
  [ 1.04000000e+03  2.27000000e+02 -7.38826394e-01]
  [ 1.05900000e+03  2.27000000e+02 -7.39040673e-01]
  [ 9.65000000e+02  2.28000000e+02 -7.43249774e-01]
  [ 9.45000000e+02  2.29000000e+02 -7.43406475e-01]
  [ 9.27000000e+02  2.31000000e+02 -7.43836522e-01]
  [ 1.08400000e+03  2.49000000e+02 -4.86107200e-01]
  [ 9.07000000e+02  2.55000000e+02 -5.00629783e-01]
  [ 1.02900000e+03  3.20000000e+02 -6.71024680e-01]
  [ 9.56000000e+02  3.26000000e+02 -6.75038159e-01]
  [ 1.24200000e+03  5.32000000e+02 -2.95883715e-01]
  [ 7.62000000e+02  5.21000000e+02 -3.15926671e-01]
  [ 1.29200000e+03  8.76000000e+02 -1.99514404e-01]
  [ 7.01000000e+02  8.79000000e+02 -2.26286069e-01]
  [ 1.31800000e+03  1.11600000e+03 -4.64962065e-01]
  [ 6.88000000e+02  1.14000000e+03 -4.73114699e-01]
  [ 1.34800000e+03  1.22900000e+03 -5.42364061e-01]
  [ 6.58000000e+02  1.25300000e+03 -5.44728100e-01]
  [ 1.33700000e+03  1.21400000e+03 -6.10031247e-01]
  [ 7.04000000e+02  1.20900000e+03 -6.17664099e-01]
  [ 1.31000000e+03  1.18100000e+03 -4.99693573e-01]
  [ 7.18000000e+02  1.17600000e+03 -5.07617474e-01]
  [ 1.15500000e+03  1.10800000e+03 -2.23960653e-02]
  [ 8.64000000e+02  1.16900000e+03  2.35123225e-02]
  [ 1.15800000e+03  1.62900000e+03  1.23059191e-01]
  [ 8.60000000e+02  1.63100000e+03  1.61116630e-01]
  [ 1.15900000e+03  2.03900000e+03  6.58683658e-01]
  [ 8.66000000e+02  2.04700000e+03  6.01399004e-01]
  [ 1.16300000e+03  2.10600000e+03  6.96184397e-01]
  [ 8.65000000e+02  2.11600000e+03  6.35293305e-01]
  [ 1.12600000e+03  2.19100000e+03  4.03397053e-01]
  [ 9.06000000e+02  2.18800000e+03  3.03993404e-01]]

 [[ 9.95000000e+02  2.73000000e+02 -7.64104426e-01]
  [ 1.02600000e+03  2.27000000e+02 -7.32665479e-01]
  [ 1.04000000e+03  2.28000000e+02 -7.32901394e-01]
  [ 1.05900000e+03  2.28000000e+02 -7.33120620e-01]
  [ 9.66000000e+02  2.28000000e+02 -7.37138808e-01]
  [ 9.46000000e+02  2.29000000e+02 -7.37279832e-01]
  [ 9.28000000e+02  2.31000000e+02 -7.37713873e-01]
  [ 1.08500000e+03  2.51000000e+02 -4.80847359e-01]
  [ 9.07000000e+02  2.55000000e+02 -4.94058758e-01]
  [ 1.03000000e+03  3.21000000e+02 -6.65692925e-01]
  [ 9.56000000e+02  3.26000000e+02 -6.69373930e-01]
  [ 1.24200000e+03  5.32000000e+02 -2.92914540e-01]
  [ 7.62000000e+02  5.21000000e+02 -3.11605841e-01]
  [ 1.29300000e+03  8.79000000e+02 -2.01808140e-01]
  [ 7.00000000e+02  8.80000000e+02 -2.25404516e-01]
  [ 1.32100000e+03  1.12000000e+03 -4.65090483e-01]
  [ 6.87000000e+02  1.14900000e+03 -4.73572791e-01]
  [ 1.35000000e+03  1.23700000e+03 -5.43146849e-01]
  [ 6.51000000e+02  1.26500000e+03 -5.45815766e-01]
  [ 1.33800000e+03  1.22100000e+03 -6.09936595e-01]
  [ 7.04000000e+02  1.22700000e+03 -6.19460285e-01]
  [ 1.31100000e+03  1.18800000e+03 -5.00008106e-01]
  [ 7.18000000e+02  1.19300000e+03 -5.08324683e-01]
  [ 1.15600000e+03  1.11000000e+03 -2.22581923e-02]
  [ 8.64000000e+02  1.17200000e+03  2.33976264e-02]
  [ 1.15900000e+03  1.63500000e+03  1.08398519e-01]
  [ 8.60000000e+02  1.63600000e+03  1.55818954e-01]
  [ 1.15900000e+03  2.04500000e+03  6.29694164e-01]
  [ 8.66000000e+02  2.05300000e+03  5.73828518e-01]
  [ 1.16300000e+03  2.11200000e+03  6.66021764e-01]
  [ 8.65000000e+02  2.12200000e+03  6.06232524e-01]
  [ 1.12500000e+03  2.19700000e+03  3.72506291e-01]
  [ 9.06000000e+02  2.19400000e+03  2.75278866e-01]]

 [[ 9.95000000e+02  2.73000000e+02 -7.31690347e-01]
  [ 1.02700000e+03  2.28000000e+02 -7.00286508e-01]
  [ 1.04100000e+03  2.28000000e+02 -7.00501978e-01]
  [ 1.05900000e+03  2.29000000e+02 -7.00704515e-01]
  [ 9.66000000e+02  2.29000000e+02 -7.04075933e-01]
  [ 9.46000000e+02  2.30000000e+02 -7.04214871e-01]
  [ 9.29000000e+02  2.31000000e+02 -7.04633296e-01]
  [ 1.08500000e+03  2.51000000e+02 -4.54652935e-01]
  [ 9.07000000e+02  2.55000000e+02 -4.63996589e-01]
  [ 1.03000000e+03  3.21000000e+02 -6.36314929e-01]
  [ 9.56000000e+02  3.26000000e+02 -6.38892353e-01]
  [ 1.24200000e+03  5.33000000e+02 -2.76102841e-01]
  [ 7.62000000e+02  5.22000000e+02 -2.93495834e-01]
  [ 1.29500000e+03  8.85000000e+02 -1.87324792e-01]
  [ 6.99000000e+02  8.81000000e+02 -2.10659459e-01]
  [ 1.32400000e+03  1.13200000e+03 -4.44141477e-01]
  [ 6.85000000e+02  1.14900000e+03 -4.57514346e-01]
  [ 1.35300000e+03  1.24300000e+03 -5.18427253e-01]
  [ 6.47000000e+02  1.26300000e+03 -5.27487814e-01]
  [ 1.34500000e+03  1.23200000e+03 -5.81552923e-01]
  [ 7.04000000e+02  1.22500000e+03 -5.99205732e-01]
  [ 1.31700000e+03  1.19700000e+03 -4.77415264e-01]
  [ 7.18000000e+02  1.19100000e+03 -4.91534054e-01]
  [ 1.15600000e+03  1.12000000e+03 -2.23279577e-02]
  [ 8.62000000e+02  1.17600000e+03  2.34751310e-02]
  [ 1.15900000e+03  1.64000000e+03  1.14522576e-01]
  [ 8.58000000e+02  1.64300000e+03  1.61354631e-01]
  [ 1.15900000e+03  2.05600000e+03  6.27379179e-01]
  [ 8.65000000e+02  2.06400000e+03  5.73890686e-01]
  [ 1.16300000e+03  2.12400000e+03  6.62893295e-01]
  [ 8.64000000e+02  2.13300000e+03  6.06163383e-01]
  [ 1.12400000e+03  2.20800000e+03  3.70917737e-01]
  [ 9.06000000e+02  2.20600000e+03  2.75765687e-01]]

 [[ 9.96000000e+02  2.73000000e+02 -7.39637911e-01]
  [ 1.02700000e+03  2.28000000e+02 -7.08804071e-01]
  [ 1.04100000e+03  2.29000000e+02 -7.09017634e-01]
  [ 1.06000000e+03  2.29000000e+02 -7.09262192e-01]
  [ 9.67000000e+02  2.29000000e+02 -7.12867916e-01]
  [ 9.47000000e+02  2.30000000e+02 -7.13018715e-01]
  [ 9.29000000e+02  2.32000000e+02 -7.13418424e-01]
  [ 1.08500000e+03  2.51000000e+02 -4.61545467e-01]
  [ 9.08000000e+02  2.55000000e+02 -4.72627580e-01]
  [ 1.03000000e+03  3.21000000e+02 -6.42844856e-01]
  [ 9.57000000e+02  3.26000000e+02 -6.45923078e-01]
  [ 1.24300000e+03  5.35000000e+02 -2.75843352e-01]
  [ 7.62000000e+02  5.22000000e+02 -2.96657413e-01]
  [ 1.29900000e+03  8.86000000e+02 -1.78185850e-01]
  [ 6.98000000e+02  8.80000000e+02 -2.08234206e-01]
  [ 1.32700000e+03  1.13200000e+03 -4.27946091e-01]
  [ 6.86000000e+02  1.14900000e+03 -4.45796788e-01]
  [ 1.35300000e+03  1.24200000e+03 -4.98809606e-01]
  [ 6.48000000e+02  1.26000000e+03 -5.14369428e-01]
  [ 1.34800000e+03  1.23100000e+03 -5.62352359e-01]
  [ 7.09000000e+02  1.23200000e+03 -5.83297610e-01]
  [ 1.32000000e+03  1.19700000e+03 -4.60666239e-01]
  [ 7.23000000e+02  1.19000000e+03 -4.78376657e-01]
  [ 1.15500000e+03  1.12500000e+03 -2.15196107e-02]
  [ 8.61000000e+02  1.17600000e+03  2.26339772e-02]
  [ 1.15800000e+03  1.64200000e+03  1.08273037e-01]
  [ 8.57000000e+02  1.64200000e+03  1.54791310e-01]
  [ 1.15900000e+03  2.05500000e+03  6.23614132e-01]
  [ 8.66000000e+02  2.06100000e+03  5.61357379e-01]
  [ 1.16300000e+03  2.12200000e+03  6.60311580e-01]
  [ 8.65000000e+02  2.12900000e+03  5.93409479e-01]
  [ 1.12400000e+03  2.20600000e+03  3.71890336e-01]
  [ 9.06000000e+02  2.20400000e+03  2.70183653e-01]]

 [[ 9.96000000e+02  2.74000000e+02 -6.49082124e-01]
  [ 1.02800000e+03  2.29000000e+02 -6.20050251e-01]
  [ 1.04200000e+03  2.29000000e+02 -6.20228708e-01]
  [ 1.06000000e+03  2.30000000e+02 -6.20487154e-01]
  [ 9.68000000e+02  2.30000000e+02 -6.23453259e-01]
  [ 9.47000000e+02  2.30000000e+02 -6.23553216e-01]
  [ 9.30000000e+02  2.32000000e+02 -6.23887718e-01]
  [ 1.08600000e+03  2.51000000e+02 -3.89912784e-01]
  [ 9.08000000e+02  2.55000000e+02 -3.98591429e-01]
  [ 1.03000000e+03  3.21000000e+02 -5.59139967e-01]
  [ 9.57000000e+02  3.26000000e+02 -5.61410129e-01]
  [ 1.24300000e+03  5.35000000e+02 -2.39159152e-01]
  [ 7.63000000e+02  5.20000000e+02 -2.38828942e-01]
  [ 1.30800000e+03  8.73000000e+02 -1.55161887e-01]
  [ 6.95000000e+02  8.47000000e+02 -1.28985688e-01]
  [ 1.32800000e+03  1.10400000e+03 -3.94411445e-01]
  [ 6.85000000e+02  1.09600000e+03 -3.27970296e-01]
  [ 1.35100000e+03  1.20600000e+03 -4.60741341e-01]
  [ 6.58000000e+02  1.17600000e+03 -3.88711065e-01]
  [ 1.31400000e+03  1.19800000e+03 -5.20401955e-01]
  [ 7.08000000e+02  1.17400000e+03 -4.51366484e-01]
  [ 1.30600000e+03  1.15800000e+03 -4.23816860e-01]
  [ 7.23000000e+02  1.12500000e+03 -3.58253986e-01]
  [ 1.15300000e+03  1.12600000e+03 -1.87971946e-02]
  [ 8.64000000e+02  1.13800000e+03  1.97800025e-02]
  [ 1.15000000e+03  1.62900000e+03  1.62779018e-01]
  [ 8.52000000e+02  1.62500000e+03  1.69391006e-01]
  [ 1.15000000e+03  2.04000000e+03  6.30582690e-01]
  [ 8.65000000e+02  2.03400000e+03  5.59515774e-01]
  [ 1.15500000e+03  2.10500000e+03  6.65371776e-01]
  [ 8.65000000e+02  2.09700000e+03  5.90089858e-01]
  [ 1.11000000e+03  2.18400000e+03  3.98474067e-01]
  [ 9.04000000e+02  2.17700000e+03  2.75308967e-01]]

 [[ 9.97000000e+02  2.74000000e+02 -6.88530803e-01]
  [ 1.02800000e+03  2.29000000e+02 -6.59907997e-01]
  [ 1.04200000e+03  2.30000000e+02 -6.60098791e-01]
  [ 1.06000000e+03  2.30000000e+02 -6.60367668e-01]
  [ 9.68000000e+02  2.30000000e+02 -6.62018776e-01]
  [ 9.48000000e+02  2.31000000e+02 -6.62126005e-01]
  [ 9.31000000e+02  2.33000000e+02 -6.62458062e-01]
  [ 1.08600000e+03  2.52000000e+02 -4.23109651e-01]
  [ 9.08000000e+02  2.55000000e+02 -4.26971585e-01]
  [ 1.03100000e+03  3.21000000e+02 -5.95529020e-01]
  [ 9.58000000e+02  3.26000000e+02 -5.96216440e-01]
  [ 1.24400000e+03  5.35000000e+02 -2.54431963e-01]
  [ 7.65000000e+02  5.18000000e+02 -2.44606957e-01]
  [ 1.32100000e+03  8.53000000e+02 -1.57103986e-01]
  [ 6.90000000e+02  8.31000000e+02 -1.06879257e-01]
  [ 1.32800000e+03  1.08700000e+03 -4.11881715e-01]
  [ 6.86000000e+02  1.07600000e+03 -2.99766988e-01]
  [ 1.34800000e+03  1.19000000e+03 -4.81357694e-01]
  [ 6.59000000e+02  1.16500000e+03 -3.59827787e-01]
  [ 1.30000000e+03  1.17900000e+03 -5.42166114e-01]
  [ 7.09000000e+02  1.15500000e+03 -4.23198760e-01]
  [ 1.29400000e+03  1.14600000e+03 -4.42874044e-01]
  [ 7.24000000e+02  1.10500000e+03 -3.29886615e-01]
  [ 1.15100000e+03  1.12600000e+03 -1.88604221e-02]
  [ 8.65000000e+02  1.12100000e+03  1.98761262e-02]
  [ 1.14400000e+03  1.62400000e+03  1.61890641e-01]
  [ 8.48000000e+02  1.61600000e+03  1.78216755e-01]
  [ 1.14300000e+03  2.03000000e+03  6.62618995e-01]
  [ 8.63000000e+02  2.02000000e+03  5.88082850e-01]
  [ 1.14700000e+03  2.09300000e+03  7.00995207e-01]
  [ 8.64000000e+02  2.08000000e+03  6.21074021e-01]
  [ 1.10400000e+03  2.17200000e+03  4.28368241e-01]
  [ 9.01000000e+02  2.16200000e+03  3.14718693e-01]]

 [[ 9.97000000e+02  2.75000000e+02 -6.98477566e-01]
  [ 1.02800000e+03  2.30000000e+02 -6.69923246e-01]
  [ 1.04200000e+03  2.30000000e+02 -6.70116663e-01]
  [ 1.06000000e+03  2.30000000e+02 -6.70399129e-01]
  [ 9.69000000e+02  2.31000000e+02 -6.71462417e-01]
  [ 9.49000000e+02  2.32000000e+02 -6.71539128e-01]
  [ 9.32000000e+02  2.33000000e+02 -6.71844900e-01]
  [ 1.08600000e+03  2.52000000e+02 -4.30502087e-01]
  [ 9.09000000e+02  2.55000000e+02 -4.31474626e-01]
  [ 1.03100000e+03  3.21000000e+02 -6.03785276e-01]
  [ 9.59000000e+02  3.26000000e+02 -6.03751838e-01]
  [ 1.24400000e+03  5.33000000e+02 -2.63602644e-01]
  [ 7.66000000e+02  5.16000000e+02 -2.31394038e-01]
  [ 1.33200000e+03  8.26000000e+02 -1.74765110e-01]
  [ 6.83000000e+02  8.20000000e+02 -6.40964583e-02]
  [ 1.32200000e+03  1.05400000e+03 -4.57934320e-01]
  [ 6.92000000e+02  1.05700000e+03 -2.47991979e-01]
  [ 1.32800000e+03  1.15800000e+03 -5.36147416e-01]
  [ 6.72000000e+02  1.14900000e+03 -3.08456749e-01]
  [ 1.28500000e+03  1.12700000e+03 -5.95883787e-01]
  [ 7.27000000e+02  1.13200000e+03 -3.68179262e-01]
  [ 1.27900000e+03  1.07400000e+03 -4.86409932e-01]
  [ 7.37000000e+02  1.08400000e+03 -2.75515378e-01]
  [ 1.14800000e+03  1.12100000e+03 -1.89204942e-02]
  [ 8.65000000e+02  1.11200000e+03  1.99182369e-02]
  [ 1.13700000e+03  1.61300000e+03  1.51821226e-01]
  [ 8.42000000e+02  1.59800000e+03  1.74834445e-01]
  [ 1.12900000e+03  2.00900000e+03  6.70789003e-01]
  [ 8.57000000e+02  1.99300000e+03  5.90005219e-01]
  [ 1.13200000e+03  2.07000000e+03  7.11106956e-01]
  [ 8.60000000e+02  2.05000000e+03  6.23744547e-01]
  [ 1.09100000e+03  2.15100000e+03  4.32912171e-01]
  [ 8.95000000e+02  2.13800000e+03  3.13941658e-01]]

 [[ 9.98000000e+02  2.75000000e+02 -6.84937894e-01]
  [ 1.02800000e+03  2.30000000e+02 -6.55294538e-01]
  [ 1.04200000e+03  2.31000000e+02 -6.55486465e-01]
  [ 1.06000000e+03  2.31000000e+02 -6.55769289e-01]
  [ 9.70000000e+02  2.32000000e+02 -6.57709301e-01]
  [ 9.49000000e+02  2.33000000e+02 -6.57764196e-01]
  [ 9.32000000e+02  2.34000000e+02 -6.58074439e-01]
  [ 1.08600000e+03  2.52000000e+02 -4.11885351e-01]
  [ 9.09000000e+02  2.56000000e+02 -4.16584074e-01]
  [ 1.03100000e+03  3.21000000e+02 -5.88570833e-01]
  [ 9.60000000e+02  3.26000000e+02 -5.89767218e-01]
  [ 1.24400000e+03  5.30000000e+02 -2.43287727e-01]
  [ 7.67000000e+02  5.13000000e+02 -2.21830949e-01]
  [ 1.34300000e+03  8.17000000e+02 -1.57719836e-01]
  [ 6.73000000e+02  8.10000000e+02 -5.95636293e-02]
  [ 1.30600000e+03  1.04400000e+03 -4.26849782e-01]
  [ 7.07000000e+02  1.04700000e+03 -2.39967078e-01]
  [ 1.30000000e+03  1.15400000e+03 -5.04693091e-01]
  [ 7.08000000e+02  1.14400000e+03 -3.02771747e-01]
  [ 1.25900000e+03  1.12200000e+03 -5.61909616e-01]
  [ 7.62000000e+02  1.12500000e+03 -3.55416685e-01]
  [ 1.25700000e+03  1.07000000e+03 -4.53995407e-01]
  [ 7.63000000e+02  1.07800000e+03 -2.63448089e-01]
  [ 1.14500000e+03  1.11800000e+03 -1.80015191e-02]
  [ 8.63000000e+02  1.10500000e+03  1.89356804e-02]
  [ 1.13200000e+03  1.60600000e+03  1.50618121e-01]
  [ 8.38000000e+02  1.58700000e+03  1.71327159e-01]
  [ 1.11900000e+03  1.99700000e+03  6.87367857e-01]
  [ 8.48000000e+02  1.97900000e+03  5.93197167e-01]
  [ 1.12000000e+03  2.05600000e+03  7.29421258e-01]
  [ 8.50000000e+02  2.03500000e+03  6.28399491e-01]
  [ 1.07800000e+03  2.14100000e+03  4.48701769e-01]
  [ 8.84000000e+02  2.12600000e+03  3.14642787e-01]]

 [[ 9.98000000e+02  2.77000000e+02 -6.69862330e-01]
  [ 1.02800000e+03  2.32000000e+02 -6.37794614e-01]
  [ 1.04200000e+03  2.32000000e+02 -6.37965441e-01]
  [ 1.06000000e+03  2.32000000e+02 -6.38106346e-01]
  [ 9.70000000e+02  2.34000000e+02 -6.42261386e-01]
  [ 9.50000000e+02  2.36000000e+02 -6.42359197e-01]
  [ 9.33000000e+02  2.38000000e+02 -6.42703593e-01]
  [ 1.08500000e+03  2.53000000e+02 -3.90162021e-01]
  [ 9.10000000e+02  2.59000000e+02 -4.05806720e-01]
  [ 1.03200000e+03  3.22000000e+02 -5.72697043e-01]
  [ 9.61000000e+02  3.27000000e+02 -5.77327609e-01]
  [ 1.24400000e+03  5.28000000e+02 -2.12448061e-01]
  [ 7.71000000e+02  5.11000000e+02 -2.21804559e-01]
  [ 1.35100000e+03  8.13000000e+02 -1.24009460e-01]
  [ 6.66000000e+02  8.03000000e+02 -7.97999650e-02]
  [ 1.28800000e+03  1.03800000e+03 -3.89817744e-01]
  [ 7.38000000e+02  1.03800000e+03 -3.64429533e-01]
  [ 1.26600000e+03  1.14200000e+03 -4.68610644e-01]
  [ 7.64000000e+02  1.13400000e+03 -4.48053628e-01]
  [ 1.22400000e+03  1.11300000e+03 -5.24774611e-01]
  [ 8.14000000e+02  1.10600000e+03 -4.79709893e-01]
